2243000,orange creek at orange springs,2240902
2330000,ochlockonee near bloxham,2329600,2329342,2329000,2328522,2327500
2319000,withlacoochee river near pinetta,2318700,2318500,2318000
2315500,suwannee river at white springs,2315200,2315005,2315000,2314986,2314500
2315550,suwanne river at suwannee springs,2315520,2315500,2315200,2315005,2315000,2314986,2314500
2317620,alapaha near jennings,2317500
2320500,suwannee river at branford,2320000,2319800,2319500,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000
2321500,santa fe river at worthington springs,2321000,2320700
2321975,santa fe river at US 441 near high springs,2321600,2321500,2321000,2320700
2322000,santa fe river near high springs,2321975,2321600,2321500,2321000,2320700
2322500,santa fe river near fort white,2322000,2321975,2321600,2321500,2321000,2320700,2322049
2322800,santa fe near hildreth,2322700,2322500,2322000,2321975,2321600,2321500,2321000,2320700,2322049
2323000,suwannee river near bell,2320500,2320000,2319800,2319500,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000,2322800,2322700,2322500,2322000,2321975,2321600,2321500,2321000,2320700
2323500,suwannee river near wilcox,2320500,2320000,2319800,2319500,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000,2322800,2322700,2322500,2322000,2321975,2321600,2323000,2321500,2321000,2320700
2231000,st marys near macclenny,2229250,2229000,2228500
2326512,aucilla river near scanlon,2326372,2326500
2325532,fenholloway river at cooey bridge near hampton springs,2324400,2324500,2325000
2319300,withlacoochee river near madison,2319000,2318700,2318500,2318000
2228000,satilla river at atkinson,2227500
2319500,suwannee river at ellaville,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000
2323592,suwannee river above gopher river,2320500,2320000,2319800,2319500,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000,2322800,2322700,2322500,2322000,2321975,2321600,2323000,2321500,2321000,2320700,2323500
2319800,suwannee river at dowling park,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000,2319500
2320000,suwannee river at luraville fl,2315550,2315520,2315500,2315200,2315005,2315000,2314986,2314500,2317620,2317500,2319300,2319394,2319000,2318700,2318500,2318000,2319500,2319800
2319394,withlacoochee river near lee,2319000,2318700,2318500,2318000,2319300
2315000,suwannee river near benton,2314986,2314500
2315520,swift creek at facil
2326500,aucilla river at lamont,2326372
2326550,aucilla river nr mouth near nutall rise,2326372,2326500,2326512
2324500,fenholloway river at foley fl,2324400
2325000,fenholloway river near perry fl,2324500,2324400
2314986,rocky creek near belmont
2314500,suwannee river at fargo ga
